timestamp,value,n
2026-06-06T13:00:00Z,61.3858,976
2026-06-06T14:00:00Z,62.9481,974
2026-06-06T15:00:00Z,62.8267,973
2026-06-06T16:00:00Z,61.7997,975
2026-06-06T17:00:00Z,64.4147,972
2026-06-06T18:00:00Z,71.851,968
2026-06-06T19:00:00Z,70.7201,975
2026-06-06T20:00:00Z,69.7362,973
2026-06-06T21:00:00Z,66.8697,970
2026-06-06T22:00:00Z,72.4319,969
2026-06-06T23:00:00Z,69.3501,968
2026-06-07T00:00:00Z,67.8712,976
2026-06-07T01:00:00Z,66.8745,976
2026-06-07T02:00:00Z,66.139,975
2026-06-07T03:00:00Z,67.9666,976
2026-06-07T04:00:00Z,73.6447,976
2026-06-07T05:00:00Z,70.4337,975
2026-06-07T06:00:00Z,64.5973,976
2026-06-07T07:00:00Z,63.3054,972
2026-06-07T08:00:00Z,58.5035,976
2026-06-07T09:00:00Z,56.7893,970
2026-06-07T10:00:00Z,53.6972,975
2026-06-07T11:00:00Z,54.5125,975
2026-06-07T12:00:00Z,54.3086,971
2026-06-07T13:00:00Z,53.014,974
2026-06-07T14:00:00Z,54.2266,973
2026-06-07T15:00:00Z,57.8843,969
2026-06-07T16:00:00Z,59.9275,973
2026-06-07T17:00:00Z,59.2564,972
2026-06-07T18:00:00Z,62.7681,973
2026-06-07T19:00:00Z,68.6724,976
2026-06-07T20:00:00Z,73.2899,975
2026-06-07T21:00:00Z,75.1189,963
2026-06-07T22:00:00Z,74.0633,966
2026-06-07T23:00:00Z,74.6122,976
2026-06-08T00:00:00Z,81.9318,975
2026-06-08T01:00:00Z,72.2873,976
2026-06-08T02:00:00Z,79.0003,975
2026-06-08T03:00:00Z,83.6448,976
2026-06-08T04:00:00Z,85.9818,975
2026-06-08T05:00:00Z,75.5631,976
2026-06-08T06:00:00Z,72.9419,975
2026-06-08T07:00:00Z,66.2977,962
2026-06-08T08:00:00Z,57.4382,973
2026-06-08T09:00:00Z,52.6185,975
2026-06-08T10:00:00Z,51.8799,974
2026-06-08T11:00:00Z,52.907,973
2026-06-08T12:00:00Z,55.1087,975
2026-06-08T13:00:00Z,54.4668,975
2026-06-08T14:00:00Z,59.0672,975
2026-06-08T15:00:00Z,57.9184,975
2026-06-08T16:00:00Z,61.856,976
2026-06-08T17:00:00Z,63.8578,951
2026-06-08T18:00:00Z,70.6011,948
2026-06-08T19:00:00Z,72.1693,922
2026-06-08T20:00:00Z,76.0837,946
2026-06-08T21:00:00Z,76.0407,974
2026-06-08T22:00:00Z,75.7471,976
2026-06-08T23:00:00Z,85.7881,976
2026-06-09T00:00:00Z,82.2633,961
2026-06-09T01:00:00Z,82.1733,976
2026-06-09T02:00:00Z,85.11,976
2026-06-09T03:00:00Z,80.5839,976
2026-06-09T04:00:00Z,75.756,976
2026-06-09T05:00:00Z,75.3106,976
2026-06-09T06:00:00Z,73.7788,975
2026-06-09T07:00:00Z,71.8699,975
2026-06-09T08:00:00Z,67.8424,976
2026-06-09T09:00:00Z,62.0936,975
2026-06-09T10:00:00Z,62.6163,974
2026-06-09T11:00:00Z,58.4573,976
2026-06-09T12:00:00Z,58.1781,974
2026-06-09T13:00:00Z,58.2043,975
2026-06-09T14:00:00Z,52.9473,975
2026-06-09T15:00:00Z,54.2124,976
2026-06-09T16:00:00Z,52.3647,976
2026-06-09T17:00:00Z,55.995,948
2026-06-09T18:00:00Z,56.782,958
2026-06-09T19:00:00Z,66.8391,972
2026-06-09T20:00:00Z,70.2468,968
2026-06-09T21:00:00Z,72.5629,974
2026-06-09T22:00:00Z,76.4527,975
2026-06-09T23:00:00Z,73.8266,975
2026-06-10T00:00:00Z,75.2458,975
2026-06-10T01:00:00Z,79.5025,975
2026-06-10T02:00:00Z,87.149,976
2026-06-10T03:00:00Z,87.7678,976
2026-06-10T04:00:00Z,85.7536,975
2026-06-10T05:00:00Z,82.1216,976
2026-06-10T06:00:00Z,74.9026,937
2026-06-10T07:00:00Z,69.322,976
2026-06-10T08:00:00Z,64.4995,960
2026-06-10T09:00:00Z,60.9699,950
2026-06-10T10:00:00Z,55.924,961
2026-06-10T11:00:00Z,52.6089,977
2026-06-10T12:00:00Z,52.7263,975
2026-06-10T13:00:00Z,51.1662,939
2026-06-10T14:00:00Z,50.6188,972
2026-06-10T15:00:00Z,49.887,973
2026-06-10T16:00:00Z,61.0873,139
